source_id,ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,mg
4280148632341224576,281.5644922458849,2.805599804761032,82.33335786013161,-49.40542757676674,10.027738139676979,112.48507,15.740151,17.461437,14.481821,2.9796162,10.746166327548085
4280155195052679680,281.86713577600506,2.9785086705311445,-10.014165457031751,-108.6998189760731,10.249685292334872,344.14984,14.90513,16.308086,13.722793,2.5852938,9.958683041164765
4280155607369523584,281.8782355783748,2.994522119519053,104.9493891521339,49.786768283727596,12.876581574254173,528.75586,13.341828,14.411938,12.313901,2.0980368,8.890831263667913
4280164025505203456,281.5594604138581,2.9535504472085083,69.42538316123967,-17.27048790755284,11.866762267311916,374.0588,8.06238,8.29966,7.6605787,0.639081,3.4340410471219123
4280179109429498112,280.9180591881087,2.7265122920189926,-28.737144627924682,-142.9601283824359,11.811349974438626,470.72122,14.339755,15.777849,13.163616,2.614233,9.701252748279696
4280381625723691136,281.95534326850174,3.936701343212399,-7.642075304528152,-77.44991237301576,10.159044929634971,341.02176,15.16318,16.572258,13.999294,2.5729637,10.19744475650571
4280254425971829632,281.9268418644509,3.1403253945344773,-46.51379457128195,39.48673555296707,15.883662936786475,336.7656,14.631301,16.061731,13.341147,2.720584,10.636054238387167
4280261778955822080,282.17774647504154,3.299431175838814,1.1552455235742605,47.51551427845207,16.199519438386762,597.1154,14.684412,16.171701,13.491137,2.6805649,10.731922659118467
4280274178520654464,281.8407171733884,3.356448909104817,161.61179248554706,46.12671826700412,19.059936516795567,978.29254,12.7603445,13.8553095,11.721571,2.1337385,9.160951754279285
525936616761200768,16.334230090581705,65.77012698886472,29.745497198398496,4.006578312062593,10.547140233870342,468.8864,15.174207,16.596102,14.0042305,2.5918713,10.289880335658616
527054167254032384,8.379348639287759,64.69686217811628,3.5945400517762347,-31.272000381623407,12.525179777292909,209.07576,16.723526,18.6803,15.411236,3.269064,12.212445841627453
526971703880940672,9.688674243123598,64.28344844272355,47.333161792924294,-27.378185341267688,10.032272283268297,453.98105,15.084215,16.530542,13.907238,2.6233044,10.091211717780162
526976789122266752,9.581428683697387,64.18599725222354,-5.910122958202734,-2.950485840466489,11.809986580211179,492.69952,14.772198,16.164852,13.612003,2.5528488,10.133444743994964
527116117861892480,9.579537063993557,64.85557480618513,103.48154542309405,-34.29294184640487,11.906306917912008,102.010574,17.101768,19.05829,15.636165,3.4221258,12.48065386114525
526992697681821440,8.685412964728895,63.88867399196739,76.70442880744272,-38.19770924573996,15.844123829141681,1181.132,13.317354,14.505659,12.233497,2.2721624,9.316695342057379
527129724318157056,9.447961053946027,65.18605138031754,-138.93303850849605,-61.791595030740375,13.355186214775722,435.94696,15.733083,17.415651,14.487555,2.9280968,11.361332510694268
527012420171499008,8.16221041540563,64.16805377760939,30.267033441548076,-57.33780770678383,11.50832073977388,227.94203,16.683475,18.485014,15.418865,3.0661488,11.988535280798075
525798829908640000,15.715745374649632,65.12648415740314,-45.35625274530974,1.2956922760795346,10.250482455354039,1048.0468,12.527664,13.3573,11.630374,1.7269258,7.581385717757016
5862730792572288512,193.76588975295442,-63.64084634215978,-39.83190162136599,-11.620598118207488,10.048586253880922,353.8514,7.97479,8.144047,7.6632686,0.48077822,2.9853149198280864
5862773914031649408,192.79769771028856,-63.672282760678684,-161.16465785308742,-64.3706138969377,17.0657944601715,216.27565,17.684938,17.872858,17.31233,0.5605278,13.845570984289367
5862776937687933696,192.77113947425102,-63.658714006081176,-161.80389754599247,-64.61712870314676,16.935421938329284,1257.0609,13.511713,14.910041,12.344721,2.56532,9.65569313477803
